Status	Gene_ID	Location	NR_blast_Eval	NR_hit	SP_blast_Eval	SP_hit
discard	CHS.32123	chr2:219859569-219862835:-	4e-25	EAW78227.1, hCG1811714 [Homo sapiens]	-	-
non-coding	CHS.32141	chr2:221627392-221637443:-	2e-30	EHH52072.1, hypothetical protein EGM_12441, partial [Macaca fascicularis]	1.74e-22	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.32228	chr2:227382033-227392645:+	1e-32	EHH17322.1, hypothetical protein EGK_13706, partial [Macaca mulatta]	2.48e-31	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.32253	chr2:228681672-228683377:+	1e-27	AAF24054.1, PRO0657, partial [Homo sapiens]	-	-
non-coding	CHS.32346	chr2:231723693-231727212:+	2e-33	EAW55411.1, hCG1979495 [Homo sapiens]	3.22e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.32412	chr2:234373278-234378044:+	2e-21	XP_017805578.1, PREDICTED: protein-lysine N-methyltransferase METTL10 [Papio anubis]	-	-
discard	CHS.32442	chr2:235416087-235421746:-	4e-28	AAF24054.1, PRO0657, partial [Homo sapiens]	-	-
coding	CHS.32535	chr2:238558815-238566194:+	1e-21	CAF15143.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.32544	chr2:238799454-238805473:+	1e-27	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	6.81e-26	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.32556	chr2:239417574-239417895:+	7e-40	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.57e-30	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.32671	chr20:309591-319484:+	5e-18	ELK04063.1, Zinc finger CCHC domain-containing protein 3 [Pteropus alecto]	-	-
discard	CHS.3275	chr1:155304469-155308581:-	1e-26	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
discard	CHS.32752	chr20:2342605-2344771:-	6e-34	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	3.19e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.32771	chr20:2823414-2827110:-	2e-84	AAK08113.1, FKSG69 [Homo sapiens]	-	-
discard	CHS.32772	chr20:2823766-2825752:+	3e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.32773	chr20:2827543-2834726:-	5e-27	EHH16997.1, hypothetical protein EGK_13278, partial [Macaca mulatta]	1.52e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.32794	chr20:3407702-3412998:+	4e-23	XP_008017628.1, PREDICTED: neural Wiskott-Aldrich syndrome protein-like [Chlorocebus sabaeus]	-	-
discard	CHS.32814	chr20:3876376-3878544:-	3e-31	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	3.05e-27	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.32819	chr20:4015627-4016063:+	9e-17	BAE91211.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.32820	chr20:4015676-4018327:-	2e-23	CAD33452.1, unnamed protein product [Homo sapiens]	1.12e-16	sp|Q68CZ1|FTM_HUMAN, Protein fantom OS=Homo sapiens GN=RPGRIP1L PE=1 SV=2
discard	CHS.32844	chr20:4825904-4833778:-	9e-35	BAC87498.1, unnamed protein product [Homo sapiens]	2.40e-28	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.33161	chr20:23605974-23615275:+	2e-76	XP_011748103.1, PREDICTED: uncharacterized protein LOC105486753 isoform X1 [Macaca nemestrina]	-	-
coding	CHS.33166	chr20:23679712-23684666:+	1e-18	BAE88055.1, unnamed protein product [Macaca fascicularis]	-	-
coding	CHS.33245	chr20:30290598-30292606:+	1e-82	BAD92674.1, similar to FKSG60, partial [Homo sapiens]	-	-
coding	CHS.33255	chr20:30811899-30815352:+	9e-46	EAW57711.1, hCG1993104, partial [Homo sapiens]	-	-
coding	CHS.33256	chr20:31054170-31067739:+	1e-21	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.3330	chr1:156500997-156502475:+	1e-30	BAE90273.1, unnamed protein product [Macaca fascicularis]	1.36e-21	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
non-coding	CHS.33347	chr20:33693153-33700858:+	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.3335	chr1:156512187-156522501:+	8e-38	EHH51985.1, hypothetical protein EGM_12341, partial [Macaca fascicularis]	9.91e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.33356	chr20:34130555-34136489:-	2e-36	EAW93653.1, hCG2038420, partial [Homo sapiens]	-	-
non-coding	CHS.33357	chr20:34133024-34133981:+	5e-40	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
non-coding	CHS.33383	chr20:35153144-35171346:+	9e-31	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	4.17e-26	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.33384	chr20:35154276-35155289:+	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.33401	chr20:35610666-35613189:+	8e-35	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	2.29e-29	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
coding	CHS.33476	chr20:38456875-38462702:+	5e-94	BAD92674.1, similar to FKSG60, partial [Homo sapiens]	-	-
non-coding	CHS.33565	chr20:43883657-43888766:-	8e-25	BAE90406.1, unnamed protein product [Macaca fascicularis]	6.55e-18	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.33568	chr20:44095560-44105589:-	3e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	4.53e-25	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.33704	chr20:47831223-47834983:+	3e-54	XP_016793572.1, PREDICTED: uncharacterized protein LOC107970048 [Pan troglodytes]	-	-
coding	CHS.33712	chr20:47975944-47979262:-	3e-73	AAI22556.1, Hypothetical LOC284749 [Homo sapiens]	-	-
non-coding	CHS.33850	chr20:51575711-51593353:-	1e-37	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	4.37e-28	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.33890	chr20:53849803-53852808:+	3e-27	BAK63765.1, long-chain-fatty-acid--CoA ligase 3 [Pan troglodytes]	8.09e-16	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
coding	CHS.3390	chr1:158114133-158130906:-	1e-42	CAI93472.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.33952	chr20:56736519-56742514:+	7e-39	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	4.29e-34	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.34074	chr20:60990583-60999330:-	6e-46	BAB15071.1, unnamed protein product [Homo sapiens]	1.39e-37	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
coding	CHS.34098	chr20:62296531-62299283:+	3e-44	EAW75376.1, hCG2045304 [Homo sapiens]	-	-
non-coding	CHS.34142	chr20:62794472-62796378:+	2e-17	CAF15934.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.34165	chr20:63179278-63194900:+	0.0	XP_016793801.1, PREDICTED: uncharacterized protein LOC107970094 [Pan troglodytes]	-	-
non-coding	CHS.34185	chr20:63473519-63487152:-	4e-38	CAD69516.1, unnamed protein product [Homo sapiens]	3.69e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.34328	chr21:8823086-8830703:+	3e-21	EAW81162.1, hCG1814203 [Homo sapiens]	-	-
non-coding	CHS.34329	chr21:8832832-8836821:-	4e-22	EAW48919.1, hCG2028158, partial [Homo sapiens]	-	-
coding	CHS.34351	chr21:10655400-10655643:-	2e-19	CCO13720.1, alternative protein DYZ1L18 [Homo sapiens]	-	-
coding	CHS.34354	chr21:13354478-13380886:-	2e-51	EAW50643.1, hCG1996836, partial [Homo sapiens]	-	-
non-coding	CHS.34415	chr21:17689125-17692345:+	2e-27	EAW67379.1, hCG2033106 [Homo sapiens]	-	-
non-coding	CHS.34447	chr21:24375680-24379672:+	6e-17	EAX02587.1, hCG1816008 [Homo sapiens]	-	-
coding	CHS.34454	chr21:25375948-25385896:+	7e-30	BAE91091.1, unnamed protein product [Macaca fascicularis]	5.17e-20	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.3451	chr1:159915303-159917741:-	9e-41	XP_004039184.2, PREDICTED: PDZ and LIM domain protein 5 isoform X7 [Gorilla gorilla gorilla]	5.88e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.34608	chr21:32544879-32547178:+	2e-21	EHH18962.1, hypothetical protein EGK_19562, partial [Macaca mulatta]	3.81e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.34763	chr21:38959448-38961921:-	4e-36	BAE89454.1, unnamed protein product [Macaca fascicularis]	6.83e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.348	chr1:10382101-10397576:+	1e-37	BAE91091.1, unnamed protein product [Macaca fascicularis]	1.71e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.34832	chr21:42315687-42320668:+	1e-34	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.78e-31	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
coding	CHS.34846	chr21:42582920-42593369:-	2e-19	XP_007651339.1, PREDICTED: uncharacterized protein LOC103162174 isoform X1 [Cricetulus griseus]	-	-
discard	CHS.34865	chr21:42966328-42968606:-	4e-18	CAD61445.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.34966	chr21:44825727-44833576:-	2e-19	CAF17724.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.3501	chr1:160981466-160994228:-	9e-35	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	4.34e-33	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
coding	CHS.35017	chr21:45577720-45582969:+	7e-98	XP_007968713.1, PREDICTED: uncharacterized protein LOC103220201 [Chlorocebus sabaeus]	-	-
discard	CHS.3503	chr1:160989207-160991700:+	3e-32	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	3.66e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.35058	chr21:46667389-46668919:+	7e-99	EAX09257.1, hCG2040419 [Homo sapiens]	-	-
discard	CHS.35076	chr21_KI270873v1_alt:85469-88529:+	2e-27	EAW67379.1, hCG2033106 [Homo sapiens]	-	-
discard	CHS.35084	chr22:11024882-11039317:-	5e-21	BAE89454.1, unnamed protein product [Macaca fascicularis]	-	-
coding	CHS.35087	chr22:11694652-11703419:+	0.0	XP_016885660.1, PREDICTED: DNA-directed RNA polymerase II subunit RPB1-like [Homo sapiens]	2.72e-16	sp|P14248|RPB1_PLAFD, DNA-directed RNA polymerase II subunit RPB1 OS=Plasmodium falciparum (isolate CDC / Honduras) GN=RPII PE=3 SV=1
coding	CHS.35098	chr22:15726685-15742246:+	2e-36	XP_008017879.1, PREDICTED: uncharacterized protein LOC103247567 [Chlorocebus sabaeus]	-	-
coding	CHS.35104	chr22:16354622-16354937:+	1e-20	CAF00704.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.35124	chr22:17269932-17288209:+	7e-43	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.06e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.3526	chr1:161245791-161257604:+	1e-39	BAB01630.1, unnamed portein product [Macaca fascicularis]	1.09e-30	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.35278	chr22:21358193-21359247:+	3e-21	EHH24659.1, hypothetical protein EGK_08355, partial [Macaca mulatta]	-	-
discard	CHS.353	chr1:10393446-10397981:-	3e-40	EHH20736.1, hypothetical protein EGK_03652, partial [Macaca mulatta]	1.55e-35	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.35301	chr22:21880713-21883599:+	4e-78	AAK21304.1, FKSG51 [Homo sapiens]	-	-
discard	CHS.35302	chr22:21902017-21908156:+	9e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	7.24e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.3531	chr1:161291967-161296752:+	6e-19	EHH17260.1, hypothetical protein EGK_13613, partial [Macaca mulatta]	-	-
non-coding	CHS.35312	chr22:22287766-22289898:+	3e-18	EHH57573.1, hypothetical protein EGM_07242, partial [Macaca fascicularis]	1.77e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
coding	CHS.35325	chr22:22731630-22733396:+	5e-66	CAF16836.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.35366	chr22:23735541-23738450:+	5e-18	CAE93864.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.35376	chr22:23844623-23856404:+	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.35377	chr22:23846875-23848787:-	2e-31	AAG35515.1, PRO2550 [Homo sapiens]	2.76e-21	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.35378	chr22:23853657-23856311:-	1e-83	AAK08107.1, FKSG62 [Homo sapiens]	-	-
non-coding	CHS.35396	chr22:24210947-24218963:-	5e-35	CAD69798.1, unnamed protein product [Homo sapiens]	2.83e-17	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.35397	chr22:24213280-24219651:+	6e-27	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	7.36e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.35459	chr22:26515680-26518714:+	1e-21	BAK63765.1, long-chain-fatty-acid--CoA ligase 3 [Pan troglodytes]	5.56e-18	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.35533	chr22:29324784-29326612:-	7e-32	BAE91654.1, unnamed protein product [Macaca fascicularis]	1.29e-22	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.35542	chr22:29496057-29500021:+	4e-28	CAF14822.1, unnamed protein product, partial [Homo sapiens]	6.52e-16	sp|Q96CB5|CH044_HUMAN, Putative uncharacterized protein C8orf44 OS=Homo sapiens GN=C8orf44 PE=2 SV=2
discard	CHS.35543	chr22:29497654-29505392:-	3e-30	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	5.14e-28	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.35601	chr22:30669709-30672513:+	4e-32	BAE01347.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.35679	chr22:34624905-34633942:-	6e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.3569	chr1:162450438-162465298:-	2e-33	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.35698	chr22:35467962-35476027:+	4e-45	EHH54194.1, hypothetical protein EGM_14979, partial [Macaca fascicularis]	1.36e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.35712	chr22:36050417-36053419:-	2e-39	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	5.38e-27	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.3575	chr1:162602018-162606761:+	3e-21	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
discard	CHS.35757	chr22:37109788-37110764:+	2e-26	EHH51986.1, hypothetical protein EGM_12342, partial [Macaca fascicularis]	1.92e-21	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.35790	chr22:37779289-37784601:-	3e-40	EHH17269.1, hypothetical protein EGK_13631, partial [Macaca mulatta]	1.19e-31	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
non-coding	CHS.35864	chr22:39211801-39219656:-	6e-33	EHH63636.1, hypothetical protein EGM_16643, partial [Macaca fascicularis]	3.53e-26	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.35870	chr22:39247946-39248740:-	3e-18	CAD61445.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.35920	chr22:40685044-40746643:+	1e-86	AAK08113.1, FKSG69 [Homo sapiens]	-	-
non-coding	CHS.35921	chr22:40689768-40746436:-	2e-24	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	2.13e-18	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.35947	chr22:41414038-41430056:+	9e-24	BAB70813.1, unnamed protein product [Homo sapiens]	2.01e-16	sp|Q96CB5|CH044_HUMAN, Putative uncharacterized protein C8orf44 OS=Homo sapiens GN=C8orf44 PE=2 SV=2
discard	CHS.35948	chr22:41422568-41429123:-	4e-41	EHH54194.1, hypothetical protein EGM_14979, partial [Macaca fascicularis]	2.28e-39	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.35954	chr22:41546223-41550746:-	1e-16	EHH50517.1, hypothetical protein EGM_01361, partial [Macaca fascicularis]	-	-
discard	CHS.36030	chr22:43352767-43357119:-	5e-45	EHH59972.1, hypothetical protein EGM_10210, partial [Macaca fascicularis]	3.61e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.36088	chr22:45449309-45451743:+	4e-36	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	5.22e-22	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.36091	chr22:45461158-45465552:-	7e-22	EAW68605.1, hCG1820850 [Homo sapiens]	3.31e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.36095	chr22:45607864-45611996:-	9e-33	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.23e-31	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
coding	CHS.36174	chr22:48319814-48333201:-	4e-23	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	-	-
discard	CHS.36192	chr22:49329977-49345010:+	3e-38	AAB61715.1, unknown [Homo sapiens]	5.60e-36	sp|Q96MW7|TIGD1_HUMAN, Tigger transposable element-derived protein 1 OS=Homo sapiens GN=TIGD1 PE=1 SV=1
non-coding	CHS.36224	chr22:49988882-49993299:-	4e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.36230	chr22:50162302-50170332:+	6e-29	XP_017453279.1, PREDICTED: pollen-specific leucine-rich repeat extensin-like protein 3 isoform X1 [Rattus norvegicus]	1.33e-25	sp|P24587|AKAP5_RAT, A-kinase anchor protein 5 OS=Rattus norvegicus GN=Akap5 PE=1 SV=2
discard	CHS.36249	chr22:50327163-50343224:-	1e-28	CAE90318.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.36278	chr22:50628248-50640398:-	2e-34	XP_005584617.2, PREDICTED: protein Wnt-9b isoform X1 [Macaca fascicularis]	4.39e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.36279	chr22:50628270-50640280:+	2e-27	EAX05977.1, hCG2038848, partial [Homo sapiens]	-	-
non-coding	CHS.36353	chr22_KI270879v1_alt:83237-85149:-	2e-31	AAG35515.1, PRO2550 [Homo sapiens]	2.76e-21	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
non-coding	CHS.36354	chr22_KI270879v1_alt:90164-92680:+	5e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.36355	chr22_KI270879v1_alt:90168-92655:-	1e-83	AAK08107.1, FKSG62 [Homo sapiens]	-	-
non-coding	CHS.36386	chr2_GL383521v1_alt:14853-38668:-	2e-23	EHH16588.1, hypothetical protein EGK_11888, partial [Macaca mulatta]	2.06e-20	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.3643	chr1:167716123-167716903:-	1e-15	EAW54940.1, hCG2038983, partial [Homo sapiens]	-	-
discard	CHS.36435	chr2_KI270894v1_alt:99038-101804:+	1e-17	CAE89781.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.3654	chr1:168207141-168209214:-	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.36542	chr3:9648561-9649301:+	3e-32	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	1.70e-28	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.36689	chr3:15529383-15535715:+	9e-29	EAX04538.1, hCG2000782 [Homo sapiens]	-	-
discard	CHS.36707	chr3:16130821-16133766:-	9e-19	NP_001273418.1, transmembrane protein 14B isoform e [Homo sapiens]	-	-
coding	CHS.36740	chr3:19614673-19702837:-	9e-37	EAW64298.1, hCG1811141 [Homo sapiens]	-	-
discard	CHS.36879	chr3:32510481-32525117:-	9e-20	EAW55734.1, hCG2038067, partial [Homo sapiens]	2.10e-16	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.36882	chr3:32654211-32665033:+	1e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.36948	chr3:38030839-38036404:-	1e-30	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	1.33e-25	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.37001	chr3:40491379-40496750:+	3e-19	EHH63249.1, hypothetical protein EGM_16173, partial [Macaca fascicularis]	6.93e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
