Status	Transcript_ID	Gene_ID	Location	Transcript_Length	No_of_exons	No_of_samples	Average_TPM	Maximum_TPM	NR_Eval	NR_hit	SP_Eval	SP_hit	CDD_Eval	Pfam_Eval	CDSlen	CDSreps	CDSrepeatcov	ALU_cdcov	LINE_cdcov	GencodeCall
discard	CHS.15979.1	CHS.15979	chr14:76092704-76098346:-	885	2	1	2.339811	2.339811	4e-16	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-	-	-	219	SINE|Alu:149	68.0	68.0	0	SINE/Alu
discard	CHS.50891.4	CHS.50891	chr7:73744627-73757466:+	10835	2	1	2.976456	2.976456	3e-53	EHH65544.1, hypothetical protein EGM_02322, partial [Macaca fascicularis]	1.11e-16	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	480	SINE|Alu:471	98.1	98.1	0	SINE/Alu
non-coding	CHS.5101.3	CHS.5101	chr1:244167468-244184660:-	17193	1	95	6.82087855789474	23.436888	2e-29	BAB70813.1, unnamed protein product [Homo sapiens]	-	-	-	-	405	Simple_repeat:54,SINE|Alu:309	89.6	76.3	0	SINE/Alu;Simple_repeat
non-coding	CHS.5101.8	CHS.5101	chr1:244172493-244187452:-	12949	2	30	2.60235836666667	17.384361	2e-28	BAB70813.1, unnamed protein product [Homo sapiens]	-	-	-	-	405	Simple_repeat:54,SINE|Alu:309	89.6	76.3	0	SINE/Alu;Simple_repeat
discard	CHS.22265.1	CHS.22265	chr17:42447960-42450053:+	1756	2	1	1.078434	1.078434	5e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	267	Retroposon|SVA:267	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.4727.2	CHS.4727	chr1:226112363-226115114:-	2752	1	19	6.42674415789474	17.399006	5e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.4727.3	CHS.4727	chr1:226112423-226115991:-	3519	2	27	2.92095859259259	7.13527	1e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.29250.1	CHS.29250	chr2:38541469-38545561:+	4093	1	254	1.70814397244095	15.791257	3e-29	EHH64058.1, hypothetical protein EGM_17177, partial [Macaca fascicularis]	1.44e-26	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	303	SINE|Alu:209	69.0	69.0	0	SINE/Alu
non-coding	CHS.36353.1	CHS.36353	chr22_KI270879v1_alt:83237-85149:-	1913	1	1	43.724407	43.724407	2e-31	AAG35515.1, PRO2550 [Homo sapiens]	2.76e-21	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	297	SINE|Alu:223	75.1	75.1	0	SINE/Alu
discard	CHS.46364.1	CHS.46364	chr6:42198697-42206754:+	2673	2	1	1.434081	1.434081	3e-38	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	8.94e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	318	SINE|Alu:281	88.4	88.4	0	SINE/Alu
non-coding	CHS.44831.1	CHS.44831	chr5:176214805-176216390:+	1586	1	65	3.71928030769231	14.848824	6e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.841.1	CHS.841	chr1:25232605-25236138:-	1968	2	2	1.2417885	1.783567	9e-24	FAA00321.1, TPA: augmented in rheumatoid arthritis 2 [Homo sapiens]	-	-	-	-	261	SINE|Alu:216	82.8	82.8	0	SINE/Alu
discard	CHS.47228.1	CHS.47228	chr6:112508333-112528323:-	666	2	1	1.036193	1.036193	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
coding	CHS.5988.1	CHS.5988	chr10:41908997-41916246:-	7060	2	2	2.288099	2.542407	4e-30	EFB25698.1, hypothetical protein PANDA_003603, partial [Ailuropoda melanoleuca]	-	-	-	-	-	-	-	-	-	Simple_repeat
non-coding	CHS.56527.1	CHS.56527	chr9:113380765-113382060:+	1296	1	1	17.11628	17.11628	2e-43	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	7.78e-34	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	738	Simple_repeat:278,SINE|Alu:448	98.4	60.7	0	SINE/Alu;Simple_repeat
non-coding	CHS.29620.3	CHS.29620	chr2:62296307-62357972:+	12199	2	22	1.1098805	1.877976	6e-26	EAW59739.1, hCG1817513 [Homo sapiens]	-	-	-	-	252	SINE|Alu:163	64.7	64.7	0	SINE/Alu
non-coding	CHS.9318.2	CHS.9318	chr11:68639989-68651860:-	9512	3	42	15.2282154047619	44.288429	6e-33	CAE91339.1, unnamed protein product [Homo sapiens]	9.28e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	693	SINE|Alu:305	44.0	44.0	0	SINE/Alu
non-coding	CHS.9318.11	CHS.9318	chr11:68649432-68651813:-	1874	2	64	7.854936640625	30.177153	6e-33	CAE91339.1, unnamed protein product [Homo sapiens]	6.50e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	693	SINE|Alu:305	44.0	44.0	0	SINE/Alu
non-coding	CHS.9318.4	CHS.9318	chr11:68639994-68651800:-	9955	2	30	3.24395433333333	11.84251	5e-33	CAE91339.1, unnamed protein product [Homo sapiens]	6.50e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	639	SINE|Alu:305	47.7	47.7	0	SINE/Alu
non-coding	CHS.9318.3	CHS.9318	chr11:68639989-68651860:-	7435	4	18	4.2979115	12.657756	6e-33	CAE91339.1, unnamed protein product [Homo sapiens]	9.28e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	693	SINE|Alu:305	44.0	44.0	0	SINE/Alu
non-coding	CHS.9318.9	CHS.9318	chr11:68639994-68651822:-	11427	2	6	7.193109	18.744738	5e-33	CAE91339.1, unnamed protein product [Homo sapiens]	6.50e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	639	SINE|Alu:305	47.7	47.7	0	SINE/Alu
non-coding	CHS.9318.8	CHS.9318	chr11:68639994-68651820:-	9880	3	2	11.4969975	15.914145	1e-32	CAE91339.1, unnamed protein product [Homo sapiens]	1.60e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	741	SINE|Alu:305	41.2	41.2	0	SINE/Alu
non-coding	CHS.9318.10	CHS.9318	chr11:68640005-68651817:-	6914	4	1	21.00482	21.00482	6e-33	CAE91339.1, unnamed protein product [Homo sapiens]	9.28e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	693	SINE|Alu:305	44.0	44.0	0	SINE/Alu
discard	CHS.13808.1	CHS.13808	chr13:36833964-36844820:+	10537	2	46	0.907527956521739	5.370019	2e-43	BAB15071.1, unnamed protein product [Homo sapiens]	3.65e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	411	SINE|Alu:297	72.3	72.3	0	SINE/Alu
discard	CHS.55587.1	CHS.55587	chr9:61957995-61961618:+	2759	2	2	0.619039	1.068061	2e-18	XP_017823708.1, PREDICTED: protein GVQW1-like, partial [Callithrix jacchus]	-	-	-	-	219	SINE|Alu:219	100.0	100.0	0	SINE/Alu
discard	CHS.50708.1	CHS.50708	chr7:57663367-57669239:+	2857	3	1	1.733364	1.733364	6e-22	EAW91517.1, hCG1820395 [Homo sapiens]	-	-	-	-	270	SINE|Alu:245	90.7	90.7	0	SINE/Alu
non-coding	CHS.5119.3	CHS.5119	chr1:244815772-244830536:+	1400	2	40	1.305827275	2.71151	3e-23	CAF15934.1, unnamed protein product, partial [Homo sapiens]	6.03e-18	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	228	SINE|Alu:181	79.4	79.4	0	SINE/Alu
non-coding	CHS.5119.1	CHS.5119	chr1:244815772-244818095:+	1848	2	42	1.07454721428571	2.947204	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
discard	CHS.34865.1	CHS.34865	chr21:42966328-42968606:-	2030	2	1	2.118725	2.118725	4e-18	CAD61445.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	375	SINE|Alu:366	97.6	97.6	0	SINE/Alu
non-coding	CHS.31002.3	CHS.31002	chr2:143921371-143922830:-	1362	2	12	1.86872758333333	3.742586	5e-21	EAX05948.1, hCG2027609 [Homo sapiens]	-	-	-	-	309	Retroposon|SVA:309	100.0	100.0	0	Retroposon/SVA
discard	CHS.51345.1	CHS.51345	chr7:100273969-100282491:-	7001	2	1	6.338447	6.338447	3e-33	AAG35479.1, PRO0898 [Homo sapiens]	-	-	-	-	579	SINE|Alu:438,SINE|MIR:129	97.9	75.6	0	SINE/Alu;SINE/MIR
coding	CHS.42201.1	CHS.42201	chr5:1556828-1561482:-	4503	2	2	1.2881125	1.382177	4e-109	EAX08152.1, hCG1820580 [Homo sapiens]	-	-	-	-	-	-	-	-	-	DNA/TcMar-Tigger
discard	CHS.45413.3	CHS.45413	chr6:12230226-12241588:+	1140	2	2	0.861816	1.115093	8e-34	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	8.42e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	273	SINE|Alu:256	93.8	93.8	0	SINE/Alu
coding	CHS.51158.2	CHS.51158	chr7:91886884-91889687:-	2767	2	1	1.560936	1.560936	7e-152	XP_012364106.1, PREDICTED: LOW QUALITY PROTEIN: collagen alpha-1(I) chain-like [Nomascus leucogenys]	-	-	0.000423817	-	1446	Retroposon|SVA:1440	99.6	99.6	0	Retroposon/SVA
coding	CHS.8823.4	CHS.8823	chr11:59880266-59896469:+	760	4	3	0.832372333333333	1.533339	8e-69	XP_008507703.1, PREDICTED: placenta-specific protein 1-like [Equus przewalskii]	-	-	-	-	-	-	-	-	-	-
discard	CHS.26640.1	CHS.26640	chr19:38637542-38642622:-	3723	2	1	2.405247	2.405247	1e-25	CAD69626.1, unnamed protein product [Homo sapiens]	-	-	-	-	417	SINE|Alu:307	73.6	73.6	0	SINE/Alu
discard	CHS.18303.3	CHS.18303	chr15:92870245-92878958:+	1055	4	1	3.23662	3.23662	3e-22	XP_016814489.1, PREDICTED: protein GVQW2-like, partial [Pan troglodytes]	1.74e-23	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1	-	-	303	SINE|Alu:215	71.0	71.0	0	SINE/Alu
non-coding	CHS.3717.1	CHS.3717	chr1:171468593-171469365:-	773	1	7	12.5339754285714	77.522469	6e-21	EHH19734.1, hypothetical protein EGK_02450, partial [Macaca mulatta]	2.89e-16	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	198	SINE|Alu:153	77.3	77.3	0	SINE/Alu
non-coding	CHS.26806.1	CHS.26806	chr19:41612688-41616630:+	3943	1	194	5.22697768556701	47.184837	5e-36	EHH14613.1, hypothetical protein EGK_00570, partial [Macaca mulatta]	5.83e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	309	SINE|Alu:281	90.9	90.9	0	SINE/Alu
discard	CHS.37849.2	CHS.37849	chr3:101021432-101128961:-	455	2	2	1.3946345	1.648711	5e-18	BAE90771.1, unnamed protein product [Macaca fascicularis]	-	-	-	-	195	SINE|Alu:139	71.3	71.3	0	SINE/Alu
discard	CHS.53171.1	CHS.53171	chr8:35020879-35056121:-	1855	2	1	1.629428	1.629428	2e-25	CAF16073.1, unnamed protein product, partial [Homo sapiens]	3.52e-21	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1	-	-	288	SINE|Alu:192,Low_complexity:40	80.6	66.7	0	SINE/Alu;Low_complexity
non-coding	CHS.2859.1	CHS.2859	chr1:146396045-146401672:-	4459	2	56	2.27051846428571	6.004761	4e-27	EAX04538.1, hCG2000782 [Homo sapiens]	2.63e-16	sp|Q96CB5|CH044_HUMAN, Putative uncharacterized protein C8orf44 OS=Homo sapiens GN=C8orf44 PE=2 SV=2	-	-	258	SINE|Alu:228	88.4	88.4	0	SINE/Alu
discard	CHS.3012.1	CHS.3012	chr1:150642757-150645522:-	780	2	1	1.682458	1.682458	5e-25	CAF17222.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	210	SINE|Alu:210	100.0	100.0	0	SINE/Alu
discard	CHS.50882.3	CHS.50882	chr7:73674542-73680221:+	4232	2	2	1.6342205	1.850688	2e-28	EAW97718.1, 5'-nucleotidase domain containing 3, isoform CRA_d [Homo sapiens]	-	-	-	-	468	DNA|hAT-Charlie:159,SINE|Alu:309	100.0	66.0	0	SINE/Alu;DNA/hAT-Charlie
coding	CHS.9127.1	CHS.9127	chr11:65476272-65478434:+	2163	1	484	1.89680811157025	17.575909	7e-66	XP_011719112.1, PREDICTED: basic proline-rich protein-like [Macaca nemestrina]	-	-	-	-	-	-	-	-	-	-
coding	CHS.14848.3	CHS.14848	chr13:114132708-114149199:+	16146	4	1	2.906967	2.906967	3e-22	XP_007960560.1, PREDICTED: uncharacterized protein LOC103215711 [Chlorocebus sabaeus]	4.25e-16	sp|B8NM66|USTA_ASPFN, Ribosomally synthesized cyclic peptide ustiloxin B precursosr OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167) GN=ustA PE=1 SV=1	-	-	-	-	-	-	-	-
discard	CHS.32544.2	CHS.32544	chr2:238801409-238805473:+	2793	2	3	1.683828	2.314772	1e-27	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	6.81e-26	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	219	SINE|Alu:219	100.0	100.0	0	SINE/Alu
non-coding	CHS.42822.1	CHS.42822	chr5:54656656-54657056:+	401	1	14	8.27252821428571	23.80216	7e-31	EHH16997.1, hypothetical protein EGK_13278, partial [Macaca mulatta]	1.69e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	195	SINE|Alu:195	100.0	100.0	0	SINE/Alu
non-coding	CHS.44047.1	CHS.44047	chr5:138111738-138115147:+	3410	1	771	2.28762872762646	16.67526	2e-34	EAW81162.1, hCG1814203 [Homo sapiens]	1.05e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	444	SINE|Alu:308	69.4	69.4	0	SINE/Alu
discard	CHS.35947.3	CHS.35947	chr22:41422377-41430056:+	6782	2	2	1.691069	1.811617	9e-24	BAB70813.1, unnamed protein product [Homo sapiens]	2.01e-16	sp|Q96CB5|CH044_HUMAN, Putative uncharacterized protein C8orf44 OS=Homo sapiens GN=C8orf44 PE=2 SV=2	-	-	369	SINE|MIR:79,SINE|Alu:255	90.5	69.1	0	SINE/Alu;SINE/MIR
coding	CHS.57336.1	CHS.57336	chrUn_GL000214v1:122201-135863:-	1369	3	66	31.567571	88.877594	9e-64	XP_008972665.1, PREDICTED: uncharacterized protein LOC103786519 [Pan paniscus]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.9114.1	CHS.9114	chr11:65333121-65333750:+	630	1	18	3.38551833333333	31.90065	4e-35	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	8.94e-16	sp|Q8NEM8|CBPC3_HUMAN, Cytosolic carboxypeptidase 3 OS=Homo sapiens GN=AGBL3 PE=2 SV=2	-	-	258	SINE|Alu:256	99.2	99.2	0	SINE/Alu
discard	CHS.35076.1	CHS.35076	chr21_KI270873v1_alt:85469-88529:+	1709	2	5	1.5962162	2.251707	2e-27	EAW67379.1, hCG2033106 [Homo sapiens]	-	-	-	-	441	SINE|Alu:207	46.9	46.9	0	SINE/Alu
non-coding	CHS.7549.3	CHS.7549	chr10:130213537-130252017:+	604	2	17	1.69518676470588	3.643304	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.7549.1	CHS.7549	chr10:130213526-130220172:+	894	2	1	1.782761	1.782761	4e-17	EHH19897.1, hypothetical protein EGK_02637, partial [Macaca mulatta]	-	-	-	-	312	SINE|Alu:138	44.2	44.2	0	SINE/Alu
discard	CHS.54591.1	CHS.54591	chr8:137734310-137762376:+	1553	2	2	0.7367375	1.088216	6e-33	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	8.70e-18	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	294	SINE|Alu:220	74.8	74.8	0	SINE/Alu
discard	CHS.47956.1	CHS.47956	chr6:159619695-159630749:-	6381	2	1	1.747499	1.747499	3e-28	CAE98892.1, unnamed protein product, partial [Homo sapiens]	1.27e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	258	SINE|Alu:229	88.8	88.8	0	SINE/Alu
coding	CHS.9882.1	CHS.9882	chr11:106106451-106109724:-	1102	2	3	1.450113	1.687309	3e-35	CAF15144.1, unnamed protein product, partial [Homo sapiens]	9.56e-33	sp|Q53H47|SETMR_HUMAN, Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens GN=SETMAR PE=1 SV=2	-	-	-	-	-	-	-	DNA/TcMar-Mariner;DNA/TcMar-Tigger
coding	CHS.59372.1	CHS.59372	chrY:56677927-56678281:+	355	1	29	6.48462155172414	52.706661	5e-40	CCQ43978.1, alternative protein DYZ1L14 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.59372.2	CHS.59372	chrY:56677928-56678468:+	541	1	7	6.53559828571429	24.261669	5e-40	CCQ43978.1, alternative protein DYZ1L14 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
discard	CHS.59184.1	CHS.59184	chrY:3181376-3220764:-	5989	3	2	1.692547	1.906811	5e-19	EHH59972.1, hypothetical protein EGM_10210, partial [Macaca fascicularis]	-	-	-	-	252	SINE|Alu:245	97.2	97.2	0	SINE/Alu
non-coding	CHS.26654.1	CHS.26654	chr19:38854720-38857106:-	2338	2	11	1.70824590909091	4.0852	6e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.26128.1	CHS.26128	chr19:19113053-19117763:-	2130	2	21	2.01921833333333	4.454078	5e-27	XP_016812110.1, PREDICTED: protein GVQW1-like [Pan troglodytes]	2.79e-23	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	393	SINE|Alu:334	85.0	85.0	0	SINE/Alu
discard	CHS.39542.1	CHS.39542	chr3_KI270784v1_alt:39711-45612:-	463	2	1	1.261287	1.261287	1e-20	EHH16558.1, hypothetical protein EGK_11851, partial [Macaca mulatta]	3.62e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	186	SINE|Alu:186	100.0	100.0	0	SINE/Alu
coding	CHS.18130.9	CHS.18130	chr15:84469199-84473595:+	1066	2	5	2.3134708	3.353773	1e-85	AAK15476.1, colon cancer-associated antigen AgSK1-2HT-ECS [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
discard	CHS.44644.2	CHS.44644	chr5:168642649-168644365:-	1520	2	3	1.26648966666667	1.3588	3e-40	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
discard	CHS.56662.2	CHS.56662	chr9:122093610-122095428:+	579	3	9	3.00283488888889	5.708047	8e-20	EHH51985.1, hypothetical protein EGM_12341, partial [Macaca fascicularis]	1.88e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	291	SINE|Alu:214	73.5	73.5	0	SINE/Alu
discard	CHS.53120.1	CHS.53120	chr8:30185911-30191489:-	5547	2	1	1.248537	1.248537	1e-32	EAW48919.1, hCG2028158, partial [Homo sapiens]	5.14e-23	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	441	DNA|TcMar-Tigger:126,SINE|Alu:275	90.9	62.4	0	SINE/Alu;DNA/TcMar-Tigger
discard	CHS.22457.1	CHS.22457	chr17:45494379-45502889:-	2566	2	7	3.19750542857143	5.717403	1e-37	EAW81162.1, hCG1814203 [Homo sapiens]	1.38e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	402	SINE|Alu:384	95.5	95.5	0	SINE/Alu
discard	CHS.23701.1	CHS.23701	chr17_GL000258v2_alt:1233092-1238238:+	3825	2	1	10.06821	10.06821	3e-17	EAW65946.1, chromosome 14 open reading frame 126, isoform CRA_b [Homo sapiens]	-	-	-	-	480	Simple_repeat:83,Retroposon|SVA:193	57.5	40.2	0	Retroposon/SVA;Simple_repeat
coding	CHS.24251.1	CHS.24251	chr18:14867349-14870996:+	3443	2	7	1.804668	2.855976	2e-64	EAW50643.1, hCG1996836, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.25836.8	CHS.25836	chr19:13671636-13672693:-	169	2	155	4.78325999354839	12.7812	1e-32	XP_008977846.2, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1 [Callithrix jacchus]	3.20e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	-	-	-	-	-	SINE/Alu;DNA/hAT-Charlie
non-coding	CHS.25836.5	CHS.25836	chr19:13668542-13679359:-	3471	2	41	3.63274324390244	6.19702	1e-32	XP_008977846.2, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1 [Callithrix jacchus]	3.20e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	552	SINE|Alu:287,DNA|hAT-Charlie:208	89.7	52.0	0	SINE/Alu;DNA/hAT-Charlie
non-coding	CHS.25836.7	CHS.25836	chr19:13668888-13672796:-	3168	2	20	2.02057605	3.997271	1e-32	XP_008977846.2, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1 [Callithrix jacchus]	3.20e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	552	SINE|Alu:287,DNA|hAT-Charlie:208	89.7	52.0	0	SINE/Alu;DNA/hAT-Charlie
discard	CHS.6832.1	CHS.6832	chr10:93209848-93211757:-	1791	2	4	0.997491	1.425292	2e-35	EAW85402.1, hCG1778978 [Homo sapiens]	1.02e-29	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	261	SINE|Alu:241,SINE|MIR:4	93.9	92.3	0	SINE/Alu;SINE/MIR
discard	CHS.30018.1	CHS.30018	chr2:84907975-84913097:+	1184	2	7	1.17591557142857	1.382702	1e-36	CAE91330.1, unnamed protein product [Homo sapiens]	1.57e-24	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	294	SINE|Alu:277	94.2	94.2	0	SINE/Alu
coding	CHS.46443.6	CHS.46443	chr6:44090807-44097042:-	6236	1	252	4.43973696825397	18.317745	1e-43	ABB90708.1, unknown [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
coding	CHS.46443.2	CHS.46443	chr6:44090790-44095540:-	4403	2	10	1.4308414	2.717475	3e-42	ABB90708.1, unknown [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.13205.1	CHS.13205	chr12:127351728-127359194:+	1572	2	171	5.20686443274854	13.402122	5e-22	EAW76711.1, hCG2023281 [Homo sapiens]	-	-	-	-	375	SINE|MIR:101,SINE|Alu:221	85.9	58.9	0	SINE/Alu;SINE/MIR
discard	CHS.24053.1	CHS.24053	chr18:5299184-5307439:+	7770	2	2	1.9807175	3.132413	8e-26	EAW56745.1, zinc finger protein 30 homolog (mouse), partial [Homo sapiens]	-	-	-	-	321	SINE|Alu:294	91.6	91.6	0	SINE/Alu
discard	CHS.21640.2	CHS.21640	chr17:27212461-27213303:-	590	2	1	4.10962	4.10962	9e-83	AAK08113.1, FKSG69 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
coding	CHS.26279.1	CHS.26279	chr19:26529641-26529916:+	276	1	1	19.888794	19.888794	1e-33	EGV91149.1, hypothetical protein I79_026257 [Cricetulus griseus]	-	-	-	-	-	-	-	-	-	Satellite/centr
discard	CHS.36030.1	CHS.36030	chr22:43352767-43357063:-	4084	2	1	3.62326	3.62326	5e-45	EHH59972.1, hypothetical protein EGM_10210, partial [Macaca fascicularis]	3.61e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	381	SINE|Alu:316,Simple_repeat:22	88.7	82.9	0	SINE/Alu;Simple_repeat
coding	CHS.59373.2	CHS.59373	chrY:56682826-56683121:+	296	1	6	16.711858	63.363628	8e-34	CCQ43977.1, alternative protein DYZ1L13 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.59373.3	CHS.59373	chrY:56682826-56700981:+	302	2	1	20.680996	20.680996	2e-32	CCQ43977.1, alternative protein DYZ1L13 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
discard	CHS.44503.1	CHS.44503	chr5:157080239-157084078:-	3074	2	1	4.735958	4.735958	1e-28	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	4.60e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	282	SINE|Alu:242	85.8	85.8	0	SINE/Alu
